annee,mois,regroupement2,valeur_tot_mg_fr,valeur_moy,indice_isee,indice_mg,quotas_date_debut,quotas_date_fin,quotas_contingent_t,quotas_realise_t,regroupement1,date_arrondie,besoin_marche_t,type_max,cyclone,nom,name,value
2015,3,TOTAL FRUITS (HORS VANILLE),42637663,247.2465236300377,91.1590974799998,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-03-01,390,"Cyclone tropical
très intense","Marcia
(Cyclone
tropical
très
intense)",Marcia,"Volume déclaré
commercialisé par
les producteurs",278830
2015,3,TOTAL FRUITS (HORS VANILLE),42637663,247.2465236300377,91.1590974799998,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-03-01,390,"Cyclone tropical
très intense","Marcia
(Cyclone
tropical
très
intense)",Marcia,"Volume écoulé par
le marché de gros",172450
2015,3,TOTAL FRUITS (HORS VANILLE),42637663,247.2465236300377,91.1590974799998,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-03-01,390,"Cyclone tropical
très intense","Marcia
(Cyclone
tropical
très
intense)",Marcia,"Besoin estimé
du marché",390000
2015,3,TOTAL FRUITS (HORS VANILLE),42637663,247.2465236300377,91.1590974799998,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-03-01,390,"Cyclone tropical
très intense","Pam
(Cyclone
tropical
très
intense)",Pam,"Volume déclaré
commercialisé par
les producteurs",278830
2015,3,TOTAL FRUITS (HORS VANILLE),42637663,247.2465236300377,91.1590974799998,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-03-01,390,"Cyclone tropical
très intense","Pam
(Cyclone
tropical
très
intense)",Pam,"Volume écoulé par
le marché de gros",172450
2015,3,TOTAL FRUITS (HORS VANILLE),42637663,247.2465236300377,91.1590974799998,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-03-01,390,"Cyclone tropical
très intense","Pam
(Cyclone
tropical
très
intense)",Pam,"Besoin estimé
du marché",390000
2015,10,TOTAL FRUITS (HORS VANILLE),49915263,270.0633183283918,108.76415580664714,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-10-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",384114
2015,10,TOTAL FRUITS (HORS VANILLE),49915263,270.0633183283918,108.76415580664714,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-10-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",184828
2015,10,TOTAL FRUITS (HORS VANILLE),49915263,270.0633183283918,108.76415580664714,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-10-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2016,8,TOTAL FRUITS (HORS VANILLE),31191446,291.1768450925113,123.25800784792636,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-08-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",211657
2016,8,TOTAL FRUITS (HORS VANILLE),31191446,291.1768450925113,123.25800784792636,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-08-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",107122
2016,8,TOTAL FRUITS (HORS VANILLE),31191446,291.1768450925113,123.25800784792636,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-08-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2016,7,TOTAL FRUITS (HORS VANILLE),32858297,282.9392157200427,122.88134849134424,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-07-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",187175
2016,7,TOTAL FRUITS (HORS VANILLE),32858297,282.9392157200427,122.88134849134424,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-07-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",116132
2016,7,TOTAL FRUITS (HORS VANILLE),32858297,282.9392157200427,122.88134849134424,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-07-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2016,12,TOTAL FRUITS (HORS VANILLE),65460570,278.4312115863125,108.91481954928,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-12-01,460,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",560470
2016,12,TOTAL FRUITS (HORS VANILLE),65460570,278.4312115863125,108.91481954928,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-12-01,460,NA,NA,NA,"Volume écoulé par
le marché de gros",235105
2016,12,TOTAL FRUITS (HORS VANILLE),65460570,278.4312115863125,108.91481954928,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-12-01,460,NA,NA,NA,"Besoin estimé
du marché",460000
2016,11,TOTAL FRUITS (HORS VANILLE),25528523,285.1393164302468,105.08796048640583,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-11-01,420,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",509989
2016,11,TOTAL FRUITS (HORS VANILLE),25528523,285.1393164302468,105.08796048640583,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-11-01,420,NA,NA,NA,"Volume écoulé par
le marché de gros",89530
2016,11,TOTAL FRUITS (HORS VANILLE),25528523,285.1393164302468,105.08796048640583,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-11-01,420,NA,NA,NA,"Besoin estimé
du marché",420000
2016,6,TOTAL FRUITS (HORS VANILLE),26717790,256.35460843200093,105.06536092501092,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-06-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",184817
2016,6,TOTAL FRUITS (HORS VANILLE),26717790,256.35460843200093,105.06536092501092,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-06-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",104222
2016,6,TOTAL FRUITS (HORS VANILLE),26717790,256.35460843200093,105.06536092501092,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-06-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2016,5,TOTAL FRUITS (HORS VANILLE),21551337,250.3582282010176,95.4304145836408,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-05-01,390,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",286561
2016,5,TOTAL FRUITS (HORS VANILLE),21551337,250.3582282010176,95.4304145836408,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-05-01,390,NA,NA,NA,"Volume écoulé par
le marché de gros",86082
2016,5,TOTAL FRUITS (HORS VANILLE),21551337,250.3582282010176,95.4304145836408,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-05-01,390,NA,NA,NA,"Besoin estimé
du marché",390000
2016,2,TOTAL FRUITS (HORS VANILLE),43797109,262.10589657504323,92.81639864896104,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-02-01,345,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",338224
2016,2,TOTAL FRUITS (HORS VANILLE),43797109,262.10589657504323,92.81639864896104,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-02-01,345,NA,NA,NA,"Volume écoulé par
le marché de gros",167097
2016,2,TOTAL FRUITS (HORS VANILLE),43797109,262.10589657504323,92.81639864896104,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-02-01,345,NA,NA,NA,"Besoin estimé
du marché",345000
2017,12,TOTAL FRUITS (HORS VANILLE),81594269,306.45044243134424,97.9389658984776,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-12-01,450,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",623192
2017,12,TOTAL FRUITS (HORS VANILLE),81594269,306.45044243134424,97.9389658984776,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-12-01,450,NA,NA,NA,"Volume écoulé par
le marché de gros",266256
2017,12,TOTAL FRUITS (HORS VANILLE),81594269,306.45044243134424,97.9389658984776,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-12-01,450,NA,NA,NA,"Besoin estimé
du marché",450000
2017,6,TOTAL FRUITS (HORS VANILLE),38367623,275.2320499852942,103.8600509839482,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-06-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",161425.5
2017,6,TOTAL FRUITS (HORS VANILLE),38367623,275.2320499852942,103.8600509839482,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-06-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",139401
2017,6,TOTAL FRUITS (HORS VANILLE),38367623,275.2320499852942,103.8600509839482,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-06-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2017,7,TOTAL FRUITS (HORS VANILLE),28768803,274.3674884364122,106.41380142157485,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-07-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",143805.6
2017,7,TOTAL FRUITS (HORS VANILLE),28768803,274.3674884364122,106.41380142157485,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-07-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",104855
2017,7,TOTAL FRUITS (HORS VANILLE),28768803,274.3674884364122,106.41380142157485,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-07-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2017,2,TOTAL FRUITS (HORS VANILLE),34437449,258.27570198596027,101.75075858708844,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-02-01,345,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",266581.7
2017,2,TOTAL FRUITS (HORS VANILLE),34437449,258.27570198596027,101.75075858708844,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-02-01,345,NA,NA,NA,"Volume écoulé par
le marché de gros",133336
2017,2,TOTAL FRUITS (HORS VANILLE),34437449,258.27570198596027,101.75075858708844,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-02-01,345,NA,NA,NA,"Besoin estimé
du marché",345000
2017,10,TOTAL FRUITS (HORS VANILLE),24932865,262.8607198583056,109.54007408120628,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-10-01,380,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",285710
2017,10,TOTAL FRUITS (HORS VANILLE),24932865,262.8607198583056,109.54007408120628,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-10-01,380,NA,NA,NA,"Volume écoulé par
le marché de gros",94852
2017,10,TOTAL FRUITS (HORS VANILLE),24932865,262.8607198583056,109.54007408120628,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-10-01,380,NA,NA,NA,"Besoin estimé
du marché",380000
2018,8,TOTAL FRUITS (HORS VANILLE),4543955,285.17352830425506,121.63837261462332,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-08-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",242447.9
2018,8,TOTAL FRUITS (HORS VANILLE),4543955,285.17352830425506,121.63837261462332,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-08-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",15934
2018,8,TOTAL FRUITS (HORS VANILLE),4543955,285.17352830425506,121.63837261462332,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-08-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2018,9,TOTAL FRUITS (HORS VANILLE),12516737,289.63670274185296,109.4044767128367,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-09-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",264990.5
2018,9,TOTAL FRUITS (HORS VANILLE),12516737,289.63670274185296,109.4044767128367,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-09-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",43215.3
2018,9,TOTAL FRUITS (HORS VANILLE),12516737,289.63670274185296,109.4044767128367,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-09-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2018,7,TOTAL FRUITS (HORS VANILLE),17733765,289.43823690704687,131.6951774353654,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-07-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",265135
2018,7,TOTAL FRUITS (HORS VANILLE),17733765,289.43823690704687,131.6951774353654,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-07-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",61269.6
2018,7,TOTAL FRUITS (HORS VANILLE),17733765,289.43823690704687,131.6951774353654,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-07-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2018,1,TOTAL FRUITS (HORS VANILLE),33871111,265.9331773536316,105.148225983459,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-01-01,455,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",290143.5
2018,1,TOTAL FRUITS (HORS VANILLE),33871111,265.9331773536316,105.148225983459,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-01-01,455,NA,NA,NA,"Volume écoulé par
le marché de gros",127367
2018,1,TOTAL FRUITS (HORS VANILLE),33871111,265.9331773536316,105.148225983459,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-01-01,455,NA,NA,NA,"Besoin estimé
du marché",455000
2018,4,TOTAL FRUITS (HORS VANILLE),37190813,280.5488120877007,109.45720902275822,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-04-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",214321
2018,4,TOTAL FRUITS (HORS VANILLE),37190813,280.5488120877007,109.45720902275822,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-04-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",132564.5
2018,4,TOTAL FRUITS (HORS VANILLE),37190813,280.5488120877007,109.45720902275822,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-04-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2018,6,TOTAL FRUITS (HORS VANILLE),37793883,303.78566140743044,112.05615858317468,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-06-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",269500.3
2018,6,TOTAL FRUITS (HORS VANILLE),37793883,303.78566140743044,112.05615858317468,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-06-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",124409.7
2018,6,TOTAL FRUITS (HORS VANILLE),37793883,303.78566140743044,112.05615858317468,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-06-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2019,4,TOTAL FRUITS (HORS VANILLE),40291903,339.9423331817488,103.51352437589269,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-04-01,390,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",276599
2019,4,TOTAL FRUITS (HORS VANILLE),40291903,339.9423331817488,103.51352437589269,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-04-01,390,NA,NA,NA,"Volume écoulé par
le marché de gros",118525.7
2019,4,TOTAL FRUITS (HORS VANILLE),40291903,339.9423331817488,103.51352437589269,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-04-01,390,NA,NA,NA,"Besoin estimé
du marché",390000
2019,10,TOTAL FRUITS (HORS VANILLE),16101590,328.63070454730996,111.63430010380274,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-10-01,345,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",361186
2019,10,TOTAL FRUITS (HORS VANILLE),16101590,328.63070454730996,111.63430010380274,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-10-01,345,NA,NA,NA,"Volume écoulé par
le marché de gros",48996
2019,10,TOTAL FRUITS (HORS VANILLE),16101590,328.63070454730996,111.63430010380274,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-10-01,345,NA,NA,NA,"Besoin estimé
du marché",345000
2019,12,TOTAL FRUITS (HORS VANILLE),29047870.5,297.2315076216564,100.16125610231198,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-12-01,405,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",766975
2019,12,TOTAL FRUITS (HORS VANILLE),29047870.5,297.2315076216564,100.16125610231198,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-12-01,405,NA,NA,NA,"Volume écoulé par
le marché de gros",97728.1
2019,12,TOTAL FRUITS (HORS VANILLE),29047870.5,297.2315076216564,100.16125610231198,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-12-01,405,NA,NA,NA,"Besoin estimé
du marché",405000
2020,6,TOTAL FRUITS (HORS VANILLE),19590602,323.30553662283995,90.19037285410144,110.82975523752224,NA,NA,NA,0,Total fruits (hors vanille),2020-06-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",311735
2020,6,TOTAL FRUITS (HORS VANILLE),19590602,323.30553662283995,90.19037285410144,110.82975523752224,NA,NA,NA,0,Total fruits (hors vanille),2020-06-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",60594.7
2020,6,TOTAL FRUITS (HORS VANILLE),19590602,323.30553662283995,90.19037285410144,110.82975523752224,NA,NA,NA,0,Total fruits (hors vanille),2020-06-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2020,5,TOTAL FRUITS (HORS VANILLE),23156899.3,310.88552886480716,90.09564937569294,103.50673019207056,NA,NA,NA,0,Total fruits (hors vanille),2020-05-01,390,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",362922
2020,5,TOTAL FRUITS (HORS VANILLE),23156899.3,310.88552886480716,90.09564937569294,103.50673019207056,NA,NA,NA,0,Total fruits (hors vanille),2020-05-01,390,NA,NA,NA,"Volume écoulé par
le marché de gros",74486.9
2020,5,TOTAL FRUITS (HORS VANILLE),23156899.3,310.88552886480716,90.09564937569294,103.50673019207056,NA,NA,NA,0,Total fruits (hors vanille),2020-05-01,390,NA,NA,NA,"Besoin estimé
du marché",390000
2020,9,TOTAL FRUITS (HORS VANILLE),19705666,341.0577017935861,96.21506991380636,115.16870618601853,NA,NA,NA,0,Total fruits (hors vanille),2020-09-01,310,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",428267
2020,9,TOTAL FRUITS (HORS VANILLE),19705666,341.0577017935861,96.21506991380636,115.16870618601853,NA,NA,NA,0,Total fruits (hors vanille),2020-09-01,310,NA,NA,NA,"Volume écoulé par
le marché de gros",57778.100000000006
2020,9,TOTAL FRUITS (HORS VANILLE),19705666,341.0577017935861,96.21506991380636,115.16870618601853,NA,NA,NA,0,Total fruits (hors vanille),2020-09-01,310,NA,NA,NA,"Besoin estimé
du marché",310000
2021,3,TOTAL FRUITS (HORS VANILLE),35135486,293.67846518660673,90.3315896039348,93.32072813914746,2021-03-16,2021-04-15,204.12,0,Total fruits (hors vanille),2021-03-01,350,"Cyclone tropical
très intense","Niran
(Cyclone
tropical
très
intense)",Niran,"Volume déclaré
commercialisé par
les producteurs",263353
2021,3,TOTAL FRUITS (HORS VANILLE),35135486,293.67846518660673,90.3315896039348,93.32072813914746,2021-03-16,2021-04-15,204.12,0,Total fruits (hors vanille),2021-03-01,350,"Cyclone tropical
très intense","Niran
(Cyclone
tropical
très
intense)",Niran,"Volume écoulé par
le marché de gros",119639.3
2021,3,TOTAL FRUITS (HORS VANILLE),35135486,293.67846518660673,90.3315896039348,93.32072813914746,2021-03-16,2021-04-15,204.12,0,Total fruits (hors vanille),2021-03-01,350,"Cyclone tropical
très intense","Niran
(Cyclone
tropical
très
intense)",Niran,"Besoin estimé
du marché",350000
2021,3,TOTAL FRUITS (HORS VANILLE),35135486,293.67846518660673,90.3315896039348,93.32072813914746,2021-03-16,2021-04-15,204.12,0,Total fruits (hors vanille),2021-03-01,350,"Cyclone tropical
très intense","Niran
(Cyclone
tropical
très
intense)",Niran,Quotas autorisés,204120
2022,10,TOTAL FRUITS (HORS VANILLE),22625209,382.04964150988,105.48441955420058,121.68012105600457,2022-10-16,2022-11-15,507.65,160.388,Total fruits (hors vanille),2022-10-01,469,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",118486
2022,10,TOTAL FRUITS (HORS VANILLE),22625209,382.04964150988,105.48441955420058,121.68012105600457,2022-10-16,2022-11-15,507.65,160.388,Total fruits (hors vanille),2022-10-01,469,NA,NA,NA,"Volume écoulé par
le marché de gros",59220.600000000006
2022,10,TOTAL FRUITS (HORS VANILLE),22625209,382.04964150988,105.48441955420058,121.68012105600457,2022-10-16,2022-11-15,507.65,160.388,Total fruits (hors vanille),2022-10-01,469,NA,NA,NA,"Besoin estimé
du marché",469000
2022,10,TOTAL FRUITS (HORS VANILLE),22625209,382.04964150988,105.48441955420058,121.68012105600457,2022-10-16,2022-11-15,507.65,160.388,Total fruits (hors vanille),2022-10-01,469,NA,NA,NA,"Volumes importés
avec quotas",160388
2022,10,TOTAL FRUITS (HORS VANILLE),22625209,382.04964150988,105.48441955420058,121.68012105600457,2022-10-16,2022-11-15,507.65,160.388,Total fruits (hors vanille),2022-10-01,469,NA,NA,NA,Quotas autorisés,507650
2022,1,TOTAL FRUITS (HORS VANILLE),31675131,386.8541104987558,99.2490297063308,124.6431657513112,2022-01-16,2022-02-15,364.4,128.85099999999997,Total fruits (hors vanille),2022-01-01,469,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",206517
2022,1,TOTAL FRUITS (HORS VANILLE),31675131,386.8541104987558,99.2490297063308,124.6431657513112,2022-01-16,2022-02-15,364.4,128.85099999999997,Total fruits (hors vanille),2022-01-01,469,NA,NA,NA,"Volume écoulé par
le marché de gros",81878.75
2022,1,TOTAL FRUITS (HORS VANILLE),31675131,386.8541104987558,99.2490297063308,124.6431657513112,2022-01-16,2022-02-15,364.4,128.85099999999997,Total fruits (hors vanille),2022-01-01,469,NA,NA,NA,"Besoin estimé
du marché",469000
2022,1,TOTAL FRUITS (HORS VANILLE),31675131,386.8541104987558,99.2490297063308,124.6431657513112,2022-01-16,2022-02-15,364.4,128.85099999999997,Total fruits (hors vanille),2022-01-01,469,NA,NA,NA,"Volumes importés
avec quotas",128850.99999999997
2022,1,TOTAL FRUITS (HORS VANILLE),31675131,386.8541104987558,99.2490297063308,124.6431657513112,2022-01-16,2022-02-15,364.4,128.85099999999997,Total fruits (hors vanille),2022-01-01,469,NA,NA,NA,Quotas autorisés,364400
2022,2,TOTAL FRUITS (HORS VANILLE),23307196,385.5657008718869,104.56259459797404,123.4870176204836,2022-02-16,2022-03-15,441.9,173.525,Total fruits (hors vanille),2022-02-01,469,"Cyclone tropical
intense","Dovi
(Cyclone
tropical
intense)",Dovi,"Volume déclaré
commercialisé par
les producteurs",190934
2022,2,TOTAL FRUITS (HORS VANILLE),23307196,385.5657008718869,104.56259459797404,123.4870176204836,2022-02-16,2022-03-15,441.9,173.525,Total fruits (hors vanille),2022-02-01,469,"Cyclone tropical
intense","Dovi
(Cyclone
tropical
intense)",Dovi,"Volume écoulé par
le marché de gros",60449.350000000006
2022,2,TOTAL FRUITS (HORS VANILLE),23307196,385.5657008718869,104.56259459797404,123.4870176204836,2022-02-16,2022-03-15,441.9,173.525,Total fruits (hors vanille),2022-02-01,469,"Cyclone tropical
intense","Dovi
(Cyclone
tropical
intense)",Dovi,"Besoin estimé
du marché",469000
2022,2,TOTAL FRUITS (HORS VANILLE),23307196,385.5657008718869,104.56259459797404,123.4870176204836,2022-02-16,2022-03-15,441.9,173.525,Total fruits (hors vanille),2022-02-01,469,"Cyclone tropical
intense","Dovi
(Cyclone
tropical
intense)",Dovi,"Volumes importés
avec quotas",173525
2022,2,TOTAL FRUITS (HORS VANILLE),23307196,385.5657008718869,104.56259459797404,123.4870176204836,2022-02-16,2022-03-15,441.9,173.525,Total fruits (hors vanille),2022-02-01,469,"Cyclone tropical
intense","Dovi
(Cyclone
tropical
intense)",Dovi,Quotas autorisés,441900
2022,11,TOTAL FRUITS (HORS VANILLE),31212522,370.063905263707,104.90316913938057,114.896235821809,2022-11-16,2022-12-15,505.4000000000001,163.34099999999998,Total fruits (hors vanille),2022-11-01,469,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",332435
2022,11,TOTAL FRUITS (HORS VANILLE),31212522,370.063905263707,104.90316913938057,114.896235821809,2022-11-16,2022-12-15,505.4000000000001,163.34099999999998,Total fruits (hors vanille),2022-11-01,469,NA,NA,NA,"Volume écoulé par
le marché de gros",84343.6
2022,11,TOTAL FRUITS (HORS VANILLE),31212522,370.063905263707,104.90316913938057,114.896235821809,2022-11-16,2022-12-15,505.4000000000001,163.34099999999998,Total fruits (hors vanille),2022-11-01,469,NA,NA,NA,"Besoin estimé
du marché",469000
2022,11,TOTAL FRUITS (HORS VANILLE),31212522,370.063905263707,104.90316913938057,114.896235821809,2022-11-16,2022-12-15,505.4000000000001,163.34099999999998,Total fruits (hors vanille),2022-11-01,469,NA,NA,NA,"Volumes importés
avec quotas",163340.99999999997
2022,11,TOTAL FRUITS (HORS VANILLE),31212522,370.063905263707,104.90316913938057,114.896235821809,2022-11-16,2022-12-15,505.4000000000001,163.34099999999998,Total fruits (hors vanille),2022-11-01,469,NA,NA,NA,Quotas autorisés,505400.0000000001
2023,3,TOTAL FRUITS (HORS VANILLE),36761578,351.3735381968506,101.218045636527,112.68787692943232,2023-03-16,2023-04-15,271.02,73.796,Total fruits (hors vanille),2023-03-01,469,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",247988
2023,3,TOTAL FRUITS (HORS VANILLE),36761578,351.3735381968506,101.218045636527,112.68787692943232,2023-03-16,2023-04-15,271.02,73.796,Total fruits (hors vanille),2023-03-01,469,NA,NA,NA,"Volume écoulé par
le marché de gros",104622.5
2023,3,TOTAL FRUITS (HORS VANILLE),36761578,351.3735381968506,101.218045636527,112.68787692943232,2023-03-16,2023-04-15,271.02,73.796,Total fruits (hors vanille),2023-03-01,469,NA,NA,NA,"Besoin estimé
du marché",469000
2023,3,TOTAL FRUITS (HORS VANILLE),36761578,351.3735381968506,101.218045636527,112.68787692943232,2023-03-16,2023-04-15,271.02,73.796,Total fruits (hors vanille),2023-03-01,469,NA,NA,NA,"Volumes importés
avec quotas",73796
2023,3,TOTAL FRUITS (HORS VANILLE),36761578,351.3735381968506,101.218045636527,112.68787692943232,2023-03-16,2023-04-15,271.02,73.796,Total fruits (hors vanille),2023-03-01,469,NA,NA,NA,Quotas autorisés,271020
2023,6,TOTAL FRUITS (HORS VANILLE),20644849,321.26335462396196,99.21649085028542,105.22375808949803,2023-06-16,2023-07-15,211.61,107.886,Total fruits (hors vanille),2023-06-01,469,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",195517
2023,6,TOTAL FRUITS (HORS VANILLE),20644849,321.26335462396196,99.21649085028542,105.22375808949803,2023-06-16,2023-07-15,211.61,107.886,Total fruits (hors vanille),2023-06-01,469,NA,NA,NA,"Volume écoulé par
le marché de gros",64261.45
2023,6,TOTAL FRUITS (HORS VANILLE),20644849,321.26335462396196,99.21649085028542,105.22375808949803,2023-06-16,2023-07-15,211.61,107.886,Total fruits (hors vanille),2023-06-01,469,NA,NA,NA,"Besoin estimé
du marché",469000
2023,6,TOTAL FRUITS (HORS VANILLE),20644849,321.26335462396196,99.21649085028542,105.22375808949803,2023-06-16,2023-07-15,211.61,107.886,Total fruits (hors vanille),2023-06-01,469,NA,NA,NA,"Volumes importés
avec quotas",107886
2023,6,TOTAL FRUITS (HORS VANILLE),20644849,321.26335462396196,99.21649085028542,105.22375808949803,2023-06-16,2023-07-15,211.61,107.886,Total fruits (hors vanille),2023-06-01,469,NA,NA,NA,Quotas autorisés,211610
2023,1,TOTAL FRUITS (HORS VANILLE),37590820,352.8077591611636,100.60401560765384,114.167808123987,2023-01-16,2023-02-15,528.9200000000001,154.48000000000002,Total fruits (hors vanille),2023-01-01,469,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",230952
