regroupement1,date_arrondie,annee,mois,regroupement2,poids_enquete_kg,poids_mg_kg,valeur_tot_mg_fr,valeur_moy,besoin_marche_t,quotas_date_debut,quotas_date_fin,quotas_contingent_t,quotas_realise_t,type_max,cyclone,nom,besoin_marche_kg,quotas_realise_kg,poids_enquete_t
Navet,2016-02-01,2016,2,TOTAL LEGUMES,0,512,108230,211.38671875,6,NA,NA,NA,0,NA,NA,NA,6000,0,0
Navet,2016-03-01,2016,3,TOTAL LEGUMES,920,660,143640,217.63636363636363,6,NA,NA,NA,0,"Cyclone tropical
très intense","Winston
(Cyclone
tropical
très
intense)",Winston,6000,0,0.92
Navet,2016-04-01,2016,4,TOTAL LEGUMES,3963,1800,412175,228.98611111111111,6,NA,NA,NA,0,NA,NA,NA,6000,0,3.963
Navet,2016-05-01,2016,5,TOTAL LEGUMES,7642,3644,788860,216.48188803512625,6,NA,NA,NA,0,NA,NA,NA,6000,0,7.642
Navet,2016-06-01,2016,6,TOTAL LEGUMES,13007,6505,1120508,172.2533435818601,6,NA,NA,NA,0,NA,NA,NA,6000,0,13.007
Navet,2016-07-01,2016,7,TOTAL LEGUMES,12220,8187,1073290,131.09686087700013,6,NA,NA,NA,0,NA,NA,NA,6000,0,12.22
Navet,2016-08-01,2016,8,TOTAL LEGUMES,10310,5725,752945,131.51877729257643,6,NA,NA,NA,0,NA,NA,NA,6000,0,10.31
Navet,2016-09-01,2016,9,TOTAL LEGUMES,9066,7175,1123646,156.6057142857143,6,NA,NA,NA,0,NA,NA,NA,6000,0,9.066
Navet,2016-10-01,2016,10,TOTAL LEGUMES,8540,6124,991520,161.90725016329196,6,NA,NA,NA,0,NA,NA,NA,6000,0,8.54
Navet,2016-11-01,2016,11,TOTAL LEGUMES,3714,2496,417136,167.12179487179486,6,NA,NA,NA,0,NA,NA,NA,6000,0,3.714
Navet,2016-12-01,2016,12,TOTAL LEGUMES,1280,1984,356887,179.88256048387098,6,NA,NA,NA,0,NA,NA,NA,6000,0,1.28
Navet,2017-01-01,2017,1,TOTAL LEGUMES,0,979,212430,216.98672114402453,6,NA,NA,NA,0,NA,NA,NA,6000,0,0
Navet,2017-02-01,2017,2,TOTAL LEGUMES,1594,82,20500,250,6,NA,NA,NA,0,NA,NA,NA,6000,0,1.594
Navet,2017-03-01,2017,3,TOTAL LEGUMES,5272,2418,581980,240.686517783292,6,NA,NA,NA,0,NA,NA,NA,6000,0,5.272
Navet,2017-04-01,2017,4,TOTAL LEGUMES,3380,2510,569455,226.87450199203187,6,NA,NA,NA,0,NA,NA,NA,6000,0,3.38
Navet,2017-05-01,2017,5,TOTAL LEGUMES,2085,2013,487765,242.30750124192747,6,NA,NA,NA,0,"Cyclone tropical
très intense","Donna
(Cyclone
tropical
très
intense)",Donna,6000,0,2.085
Navet,2017-06-01,2017,6,TOTAL LEGUMES,2305,4537,1137806,250.78377782675776,6,NA,NA,NA,0,NA,NA,NA,6000,0,2.305
Navet,2017-07-01,2017,7,TOTAL LEGUMES,7444,5913,1337985,226.2785388127854,6,NA,NA,NA,0,NA,NA,NA,6000,0,7.444
Navet,2017-08-01,2017,8,TOTAL LEGUMES,5365,5574,1065075,191.07911733046285,6,NA,NA,NA,0,NA,NA,NA,6000,0,5.365
Navet,2017-09-01,2017,9,TOTAL LEGUMES,3370,7785,1145885,147.19139370584458,6,NA,NA,NA,0,NA,NA,NA,6000,0,3.37
Navet,2017-10-01,2017,10,TOTAL LEGUMES,3030,3214,438310,136.37523335407593,6,NA,NA,NA,0,NA,NA,NA,6000,0,3.03
Navet,2017-11-01,2017,11,TOTAL LEGUMES,0,3838,711292,185.3288170922355,6,NA,NA,NA,0,NA,NA,NA,6000,0,0
Navet,2017-12-01,2017,12,TOTAL LEGUMES,1127,3628,814200,224.42116868798237,6,NA,NA,NA,0,NA,NA,NA,6000,0,1.127
Navet,2018-01-01,2018,1,TOTAL LEGUMES,2960,3151,781107,247.89178038717867,6,NA,NA,NA,0,NA,NA,NA,6000,0,2.96
Navet,2018-02-01,2018,2,TOTAL LEGUMES,3630,2224,542260,243.82194244604315,6,NA,NA,NA,0,"Cyclone tropical
très intense","Gita
(Cyclone
tropical
très
intense)",Gita,6000,0,3.63
Navet,2018-03-01,2018,3,TOTAL LEGUMES,4252,755,193761,256.6370860927152,6,NA,NA,NA,0,"Cyclone tropical
intense","Hola
(Cyclone
tropical
intense)",Hola,6000,0,4.252
Navet,2018-04-01,2018,4,TOTAL LEGUMES,8215,2925,713300,243.86324786324784,6,NA,NA,NA,0,NA,NA,NA,6000,0,8.215
Navet,2018-05-01,2018,5,TOTAL LEGUMES,5161,4301,1025059,238.33038828179497,6,NA,NA,NA,0,NA,NA,NA,6000,0,5.161
Navet,2018-06-01,2018,6,TOTAL LEGUMES,13750,10216,1947702,190.652114330462,6,NA,NA,NA,0,NA,NA,NA,6000,0,13.75
Navet,2018-07-01,2018,7,TOTAL LEGUMES,18210,3135,360483,114.9866028708134,6,NA,NA,NA,0,NA,NA,NA,6000,0,18.21
Navet,2018-08-01,2018,8,TOTAL LEGUMES,12474,673,72170,107.23625557206536,6,NA,NA,NA,0,NA,NA,NA,6000,0,12.474
Navet,2018-09-01,2018,9,TOTAL LEGUMES,11150,1218,165370,135.77175697865354,6,NA,NA,NA,0,NA,NA,NA,6000,0,11.15
Navet,2018-10-01,2018,10,TOTAL LEGUMES,9110,2384,379700,159.2701342281879,6,NA,NA,NA,0,NA,NA,NA,6000,0,9.11
Navet,2018-11-01,2018,11,TOTAL LEGUMES,6310,2021,550875,272.5754576942108,6,NA,NA,NA,0,NA,NA,NA,6000,0,6.31
Navet,2018-12-01,2018,12,TOTAL LEGUMES,6390,2188,594612,271.7605118829982,6,NA,NA,NA,0,NA,NA,NA,6000,0,6.39
Navet,2019-01-01,2019,1,TOTAL LEGUMES,6710,2451,674290,275.10811913504693,6,NA,NA,NA,0,NA,NA,NA,6000,0,6.71
Navet,2019-02-01,2019,2,TOTAL LEGUMES,1290,2985,794880,266.29145728643215,6,NA,NA,NA,0,NA,NA,NA,6000,0,1.29
Navet,2019-03-01,2019,3,TOTAL LEGUMES,1557,634,179790,283.5804416403785,6,NA,NA,NA,0,NA,NA,NA,6000,0,1.557
Navet,2019-04-01,2019,4,TOTAL LEGUMES,1523,1193,330840,277.3176865046102,6,NA,NA,NA,0,NA,NA,NA,6000,0,1.523
Navet,2019-05-01,2019,5,TOTAL LEGUMES,8252,3593,955835,266.0269969384915,6,NA,NA,NA,0,NA,NA,NA,6000,0,8.252
Navet,2019-06-01,2019,6,TOTAL LEGUMES,14538,3699,759530,205.3338740200054,6,NA,NA,NA,0,NA,NA,NA,6000,0,14.538
Navet,2019-07-01,2019,7,TOTAL LEGUMES,11828,3647,609049,167,6,NA,NA,NA,0,NA,NA,NA,6000,0,11.828
Navet,2019-08-01,2019,8,TOTAL LEGUMES,10746,3727,547940,147.019050174403,6,NA,NA,NA,0,NA,NA,NA,6000,0,10.746
Navet,2019-09-01,2019,9,TOTAL LEGUMES,9732,2209,382040,172.94703485740155,6,NA,NA,NA,0,NA,NA,NA,6000,0,9.732
Navet,2019-10-01,2019,10,TOTAL LEGUMES,9449,2023,454170,224.50321304992585,6,NA,NA,NA,0,NA,NA,NA,6000,0,9.449
Navet,2019-11-01,2019,11,TOTAL LEGUMES,4120,559,131870,235.90339892665477,6,NA,NA,NA,0,NA,NA,NA,6000,0,4.12
Navet,2019-12-01,2019,12,TOTAL LEGUMES,3359,1498,358022,239,6,NA,NA,NA,0,NA,NA,NA,6000,0,3.359
Navet,2020-01-01,2020,1,TOTAL LEGUMES,1953,1000,235570,235.57,6,NA,NA,NA,0,NA,NA,NA,6000,0,1.953
Navet,2020-02-01,2020,2,TOTAL LEGUMES,0,41,12300,300,6,NA,NA,NA,0,NA,NA,NA,6000,0,0
Navet,2020-03-01,2020,3,TOTAL LEGUMES,1904,1311,391989,299,6,NA,NA,NA,0,NA,NA,NA,6000,0,1.904
Navet,2020-04-01,2020,4,TOTAL LEGUMES,3126,3438,1003896,292,6,NA,NA,NA,0,"Cyclone tropical
très intense","Harold
(Cyclone
tropical
très
intense)",Harold,6000,0,3.126
Navet,2020-05-01,2020,5,TOTAL LEGUMES,13423,3359,839750,250,6,NA,NA,NA,0,NA,NA,NA,6000,0,13.423
Navet,2020-06-01,2020,6,TOTAL LEGUMES,12656,2184,448200,205.21978021978023,6,NA,NA,NA,0,NA,NA,NA,6000,0,12.656
Navet,2020-07-01,2020,7,TOTAL LEGUMES,13682,4068,951680,233.94296951819075,6,NA,NA,NA,0,NA,NA,NA,6000,0,13.682
Navet,2020-08-01,2020,8,TOTAL LEGUMES,12586,3971,795780,200.39788466381265,6,NA,NA,NA,0,NA,NA,NA,6000,0,12.586
Navet,2020-09-01,2020,9,TOTAL LEGUMES,10865,3555.9,542177,152.4725104755477,6,NA,NA,NA,0,NA,NA,NA,6000,0,10.865
Navet,2020-10-01,2020,10,TOTAL LEGUMES,6049,1992,318120,159.6987951807229,6,NA,NA,NA,0,NA,NA,NA,6000,0,6.049
Navet,2020-11-01,2020,11,TOTAL LEGUMES,5750,2164,492450,227.56469500924217,6,NA,NA,NA,0,NA,NA,NA,6000,0,5.75
Navet,2020-12-01,2020,12,TOTAL LEGUMES,3791,3717,967010,260.1587301587302,6,2020-12-16,2021-01-15,1.5,0,"Cyclone tropical
très intense","Yasa
(Cyclone
tropical
très
intense)",Yasa,6000,0,3.791
Navet,2021-01-01,2021,1,TOTAL LEGUMES,3260,1674,494150,295.19115890083634,6,2021-01-16,2021-02-15,3.5,0.74,NA,NA,NA,6000,740,3.26
Navet,2021-02-01,2021,2,TOTAL LEGUMES,1620,1254,376970,300.6140350877193,6,2021-02-16,2021-03-15,8.95,0,NA,NA,NA,6000,0,1.62
Navet,2021-03-01,2021,3,TOTAL LEGUMES,1434,2219,724820,326.6426318161334,6,2021-03-16,2021-04-15,5.8,0,"Cyclone tropical
très intense","Niran
(Cyclone
tropical
très
intense)",Niran,6000,0,1.434
Navet,2021-04-01,2021,4,TOTAL LEGUMES,3450,4320,1466880,339.55555555555554,6,2021-04-16,2021-05-15,7.7,0,NA,NA,NA,6000,0,3.45
Navet,2021-05-01,2021,5,TOTAL LEGUMES,6204,3303,1060090,320.9476233726915,6,2021-05-16,2021-06-15,8.1,0,NA,NA,NA,6000,0,6.204
Navet,2021-06-01,2021,6,TOTAL LEGUMES,3765,4397,1301340,295.9608824198317,6,2021-06-16,2021-07-15,7.5,0,NA,NA,NA,6000,0,3.765
Navet,2021-07-01,2021,7,TOTAL LEGUMES,6892,5787,1395210,241.0938310005184,6,2021-07-16,2021-08-15,4.2,0,NA,NA,NA,6000,0,6.892
Navet,2021-08-01,2021,8,TOTAL LEGUMES,9849,5466,711540,130.1756311745335,6,2021-08-16,2021-09-15,1.76,0,NA,NA,NA,6000,0,9.849
Navet,2021-09-01,2021,9,TOTAL LEGUMES,8446,5410.4,762540,140.9396717433092,6,2021-09-16,2021-10-15,0,0,NA,NA,NA,6000,0,8.446
Navet,2021-10-01,2021,10,TOTAL LEGUMES,0,902.5,146325,162.13296398891967,6,NA,NA,NA,0,NA,NA,NA,6000,0,0
Navet,2021-11-01,2021,11,TOTAL LEGUMES,1267,2469.5,527185,213.47843693055273,6,2021-11-16,2021-12-15,2.4,0,NA,NA,NA,6000,0,1.267
Navet,2021-12-01,2021,12,TOTAL LEGUMES,881,565,106450,188.4070796460177,6,NA,NA,NA,0,NA,NA,NA,6000,0,0.881
Navet,2022-01-01,2022,1,TOTAL LEGUMES,509,247.6,90578,365.8239095315024,6,2022-01-16,2022-02-15,5.1,0.5,NA,NA,NA,6000,500,0.509
Navet,2022-02-01,2022,2,TOTAL LEGUMES,0,1320,462250,350.18939393939394,6,NA,NA,NA,0,"Cyclone tropical
intense","Dovi
(Cyclone
tropical
intense)",Dovi,6000,0,0
Navet,2022-03-01,2022,3,TOTAL LEGUMES,0,50,17500,350,6,NA,NA,NA,0,NA,NA,NA,6000,0,0
Navet,2022-04-01,2022,4,TOTAL LEGUMES,2524,1886,551270,292.29586426299045,6,2022-04-16,2022-05-15,3.7,0,NA,NA,NA,6000,0,2.524
Navet,2022-05-01,2022,5,TOTAL LEGUMES,3505,1211,367840,303.74896779521055,6,2022-05-16,2022-06-15,9.3,0.85,NA,NA,NA,6000,850,3.505
Navet,2022-06-01,2022,6,TOTAL LEGUMES,6318,4699.4,1464590,311.6546793207644,6,2022-06-16,2022-07-15,7.8,0.3,NA,NA,NA,6000,300,6.318
Navet,2022-07-01,2022,7,TOTAL LEGUMES,3542,3785.5,1098150,290.0937788931449,6,2022-07-16,2022-08-15,5.2,0,NA,NA,NA,6000,0,3.542
Navet,2022-08-01,2022,8,TOTAL LEGUMES,1405,3241.4,796455,245.7132720429444,6,2022-08-16,2022-09-15,5.5,0,NA,NA,NA,6000,0,1.405
Navet,2022-09-01,2022,9,TOTAL LEGUMES,894,1936.1,515535,266.2749857961882,6,2022-09-16,2022-10-15,7,0.2,NA,NA,NA,6000,200,0.894
Navet,2022-10-01,2022,10,TOTAL LEGUMES,2414,5325.15,1600830,300.61688403143575,6,NA,NA,NA,0,NA,NA,NA,6000,0,2.414
Navet,2022-11-01,2022,11,TOTAL LEGUMES,6020,2936,724495,246.7626021798365,6,NA,NA,NA,0,NA,NA,NA,6000,0,6.02
Navet,2022-12-01,2022,12,TOTAL LEGUMES,389,3935,976850,248.24650571791616,6,2022-12-16,2023-01-15,2,0,NA,NA,NA,6000,0,0.389
Navet,2023-01-01,2023,1,TOTAL LEGUMES,0,1677,344980,205.71258199165177,6,NA,NA,NA,0,NA,NA,NA,6000,0,0
Navet,2023-02-01,2023,2,TOTAL LEGUMES,2280,2190,743100,339.3150684931507,6,2023-02-16,2023-03-15,2.02,0,NA,NA,NA,6000,0,2.28
Navet,2023-03-01,2023,3,TOTAL LEGUMES,944,1464.5,478025,326.4083304882212,6,2023-03-16,2023-04-15,3.02,0,NA,NA,NA,6000,0,0.944
Navet,2023-04-01,2023,4,TOTAL LEGUMES,5502,1374,400200,291.26637554585153,6,NA,NA,NA,0,NA,NA,NA,6000,0,5.502
Navet,2023-05-01,2023,5,TOTAL LEGUMES,8006,3302.5,951665,288.1650264950795,6,2023-05-16,2023-06-15,4.01,0.3,NA,NA,NA,6000,300,8.006
Navet,2023-06-01,2023,6,TOTAL LEGUMES,5002,4755.6,1231600,258.97888804777523,6,2023-06-16,2023-07-15,5,0,NA,NA,NA,6000,0,5.002
Navet,2023-07-01,2023,7,TOTAL LEGUMES,0,4027,931570,231.3310156444003,6,NA,NA,NA,0,NA,NA,NA,6000,0,0
Oignons,2012-01-01,2012,1,TOTAL LEGUMES,0,29456,6043500,205.1704236827811,150,NA,NA,NA,0,NA,NA,NA,150000,0,0
Oignons,2012-02-01,2012,2,TOTAL LEGUMES,0,7795,1426050,182.9441949967928,150,NA,NA,NA,0,"Cyclone tropical
intense","Jasmine
(Cyclone
tropical
intense)",Jasmine,150000,0,0
Oignons,2012-03-01,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oignons,2012-04-01,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oignons,2012-05-01,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oignons,2012-06-01,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oignons,2012-07-01,2012,7,TOTAL LEGUMES,0,15778,3944500,250,150,NA,NA,NA,0,NA,NA,NA,150000,0,0
Oignons,2012-08-01,2012,8,TOTAL LEGUMES,0,15645,3911250,250,150,NA,NA,NA,0,NA,NA,NA,150000,0,0
Oignons,2012-09-01,2012,9,TOTAL LEGUMES,104050,44120,10381740,235.30689029918403,150,NA,NA,NA,0,NA,NA,NA,150000,0,104.05
Oignons,2012-10-01,2012,10,TOTAL LEGUMES,172700,130079.8984,28250270,217.176292013463,150,NA,NA,NA,0,NA,NA,NA,150000,0,172.7
Oignons,2012-11-01,2012,11,TOTAL LEGUMES,103000,126291,25036930,198.247935323974,150,NA,NA,NA,0,NA,NA,NA,150000,0,103
Oignons,2012-12-01,2012,12,TOTAL LEGUMES,31000,94798,17418820,183.74670351695184,150,NA,NA,NA,0,NA,NA,NA,150000,0,31
Oignons,2013-01-01,2013,1,TOTAL LEGUMES,0,20552,3838410,186.7657648890619,150,NA,NA,NA,0,"Cyclone tropical
intense","Freda
(Cyclone
tropical
intense)",Freda,150000,0,0
Oignons,2013-02-01,2013,2,TOTAL LEGUMES,0,245,49000,200,150,NA,NA,NA,0,NA,NA,NA,150000,0,0
Oignons,2013-03-01,2013,3,TOTAL LEGUMES,0,245,49000,200,150,NA,NA,NA,0,"Cyclone tropical
intense","Sandra
(Cyclone
tropical
intense)",Sandra,150000,0,0
Oignons,2013-04-01,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oignons,2013-05-01,2013,5,TOTAL LEGUMES,0,1600,400000,250,150,NA,NA,NA,0,NA,NA,NA,150000,0,0
Oignons,2013-06-01,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oignons,2013-07-01,2013,7,TOTAL LEGUMES,109000,59892,16228570,270.96390168970817,150,NA,NA,NA,0,NA,NA,NA,150000,0,109
Oignons,2013-08-01,2013,8,TOTAL LEGUMES,52500,24818.5,6370575,256.68654431170296,150,NA,NA,NA,0,NA,NA,NA,150000,0,52.5
Oignons,2013-09-01,2013,9,TOTAL LEGUMES,132000,4687,1100220,234.7386387881374,150,NA,NA,NA,0,NA,NA,NA,150000,0,132
Oignons,2013-10-01,2013,10,TOTAL LEGUMES,152500,100417,21285620,211.97227561070335,150,NA,NA,NA,0,NA,NA,NA,150000,0,152.5
Oignons,2013-11-01,2013,11,TOTAL LEGUMES,96500,85110,18413545,216.3499588767477,150,NA,NA,NA,0,NA,NA,NA,150000,0,96.5
Oignons,2013-12-01,2013,12,TOTAL LEGUMES,0,8939,2064430,230.9464145877615,150,NA,NA,NA,0,NA,NA,NA,150000,0,0
Oignons,2014-01-01,2014,1,TOTAL LEGUMES,0,10,3074,307.4,150,NA,NA,NA,0,NA,NA,NA,150000,0,0
Oignons,2014-02-01,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oignons,2014-03-01,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oignons,2014-04-01,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oignons,2014-05-01,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oignons,2014-06-01,2014,6,TOTAL LEGUMES,0,2000,540000,270,150,NA,NA,NA,0,NA,NA,NA,150000,0,0
Oignons,2014-07-01,2014,7,TOTAL LEGUMES,110060,67402,17444645,258.81494614403135,150,NA,NA,NA,0,NA,NA,NA,150000,0,110.06
Oignons,2014-08-01,2014,8,TOTAL LEGUMES,107000,74078,18899400,255.1283781959556,150,NA,NA,NA,0,NA,NA,NA,150000,0,107
Oignons,2014-09-01,2014,9,TOTAL LEGUMES,190700,44435,10415230,234.3924834027231,150,NA,NA,NA,0,NA,NA,NA,150000,0,190.7
Oignons,2014-10-01,2014,10,TOTAL LEGUMES,141700,123794,26413340,213.36526810669335,150,NA,NA,NA,0,NA,NA,NA,150000,0,141.7
Oignons,2014-11-01,2014,11,TOTAL LEGUMES,109200,85623,18295460,213.67459677890287,150,NA,NA,NA,0,NA,NA,NA,150000,0,109.2
Oignons,2014-12-01,2014,12,TOTAL LEGUMES,0,11640,2388350,205.1847079037801,150,NA,NA,NA,0,NA,NA,NA,150000,0,0
Oignons,2015-01-01,2015,1,TOTAL LEGUMES,0,3258,696150,213.6740331491713,150,NA,NA,NA,0,NA,NA,NA,150000,0,0
Oignons,2015-02-01,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oignons,2015-03-01,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyclone tropical
très intense","Marcia
(Cyclone
tropical
très
intense)",Marcia,NA,NA,NA
Oignons,2015-03-01,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyclone tropical
très intense","Pam
(Cyclone
tropical
très
intense)",Pam,NA,NA,NA
Oignons,2015-04-01,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oignons,2015-05-01,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oignons,2015-06-01,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oignons,2015-07-01,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oignons,2015-08-01,2015,8,TOTAL LEGUMES,81400,25716,7070200,274.9338932960025,150,NA,NA,NA,0,NA,NA,NA,150000,0,81.4
Oignons,2015-09-01,2015,9,TOTAL LEGUMES,101000,59421,14915260,251.0099123205601,150,NA,NA,NA,0,NA,NA,NA,150000,0,101
Oignons,2015-10-01,2015,10,TOTAL LEGUMES,201706,97014,17923360,184.75024223307975,150,NA,NA,NA,0,NA,NA,NA,150000,0,201.706
Oignons,2015-11-01,2015,11,TOTAL LEGUMES,199209,77051,13265840,172.1696019519539,150,NA,NA,NA,0,NA,NA,NA,150000,0,199.209
Oignons,2015-12-01,2015,12,TOTAL LEGUMES,79603,69020,12543500,181.73717762967257,150,NA,NA,NA,0,NA,NA,NA,150000,0,79.603
Oignons,2016-01-01,2016,1,TOTAL LEGUMES,133565,75666,17545900,231.88618401924245,150,NA,NA,NA,0,"Cyclone tropical
intense","Ula
(Cyclone
tropical
intense)",Ula,150000,0,133.565
Oignons,2016-02-01,2016,2,TOTAL LEGUMES,0,46347,12209080,263.42762206831077,150,NA,NA,NA,0,NA,NA,NA,150000,0,0
Oignons,2016-03-01,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyclone tropical
très intense","Winston
(Cyclone
tropical
très
intense)",Winston,NA,NA,NA
Oignons,2016-04-01,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oignons,2016-05-01,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oignons,2016-06-01,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oignons,2016-07-01,2016,7,TOTAL LEGUMES,0,9805,2582040,263.33911269760324,150,NA,NA,NA,0,NA,NA,NA,150000,0,0
Oignons,2016-08-01,2016,8,TOTAL LEGUMES,81000,48654,12564670,258.2453652320467,150,NA,NA,NA,0,NA,NA,NA,150000,0,81
Oignons,2016-09-01,2016,9,TOTAL LEGUMES,86415,47333,12605050,266.30574863203265,150,NA,NA,NA,0,NA,NA,NA,150000,0,86.415
Oignons,2016-10-01,2016,10,TOTAL LEGUMES,179387,64054,16446160,256.7546132950323,150,NA,NA,NA,0,NA,NA,NA,150000,0,179.387
Oignons,2016-11-01,2016,11,TOTAL LEGUMES,115480,41965,10352490,246.6934350053616,150,NA,NA,NA,0,NA,NA,NA,150000,0,115.48
Oignons,2016-12-01,2016,12,TOTAL LEGUMES,0,104933,26693942,254.39034431494383,150,NA,NA,NA,0,NA,NA,NA,150000,0,0
Oignons,2017-01-01,2017,1,TOTAL LEGUMES,10000,25814,6593890,255.43852173239327,150,NA,NA,NA,0,NA,NA,NA,150000,0,10
Oignons,2017-02-01,2017,2,TOTAL LEGUMES,0,1104,223920,202.82608695652175,150,NA,NA,NA,0,NA,NA,NA,150000,0,0
Oignons,2017-03-01,2017,3,TOTAL LEGUMES,0,670,167500,250,150,NA,NA,NA,0,NA,NA,NA,150000,0,0
Oignons,2017-04-01,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oignons,2017-05-01,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyclone tropical
très intense","Donna
(Cyclone
tropical
très
intense)",Donna,NA,NA,NA
Oignons,2017-06-01,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oignons,2017-07-01,2017,7,TOTAL LEGUMES,0,7898,2171440,274.93542669030137,150,NA,NA,NA,0,NA,NA,NA,150000,0,0
Oignons,2017-08-01,2017,8,TOTAL LEGUMES,0,36713,10646200,289.9844741644649,150,NA,NA,NA,0,NA,NA,NA,150000,0,0
Oignons,2017-09-01,2017,9,TOTAL LEGUMES,107900,62710,17868670,284.9413171742944,150,NA,NA,NA,0,NA,NA,NA,150000,0,107.9
Oignons,2017-10-01,2017,10,TOTAL LEGUMES,134000,55292,14947620,270.3396513057947,150,NA,NA,NA,0,NA,NA,NA,150000,0,134
Oignons,2017-11-01,2017,11,TOTAL LEGUMES,81000,104831,27855006,265.7134435424636,150,NA,NA,NA,0,NA,NA,NA,150000,0,81
Oignons,2017-12-01,2017,12,TOTAL LEGUMES,0,95707,25029862,261.52592809303394,150,NA,NA,NA,0,NA,NA,NA,150000,0,0
Oignons,2018-01-01,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oignons,2018-02-01,2018,2,TOTAL LEGUMES,0,7,2587,369.57142857142856,150,NA,NA,NA,0,"Cyclone tropical
très intense","Gita
(Cyclone
tropical
très
intense)",Gita,150000,0,0
Oignons,2018-03-01,2018,3,TOTAL LEGUMES,0,16,7213,450.8125,150,NA,NA,NA,0,"Cyclone tropical
intense","Hola
(Cyclone
tropical
intense)",Hola,150000,0,0
Oignons,2018-04-01,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oignons,2018-05-01,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oignons,2018-06-01,2018,6,TOTAL LEGUMES,0,24,715,29.791666666666668,150,NA,NA,NA,0,NA,NA,NA,150000,0,0
Oignons,2018-07-01,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oignons,2018-08-01,2018,8,TOTAL LEGUMES,41800,12358,3297084,266.7975400550251,150,NA,NA,NA,0,NA,NA,NA,150000,0,41.8
Oignons,2018-09-01,2018,9,TOTAL LEGUMES,136000,23727,6692060,282.04408479790953,150,NA,NA,NA,0,NA,NA,NA,150000,0,136
Oignons,2018-10-01,2018,10,TOTAL LEGUMES,147000,49015,13597500,277.41507701723964,150,NA,NA,NA,0,NA,NA,NA,150000,0,147
Oignons,2018-11-01,2018,11,TOTAL LEGUMES,79700,36139,9840440,272.2941974044661,150,NA,NA,NA,0,NA,NA,NA,150000,0,79.7
Oignons,2018-12-01,2018,12,TOTAL LEGUMES,0,3677,775620,210.93826488985587,150,NA,NA,NA,0,NA,NA,NA,150000,0,0
Oignons,2019-01-01,2019,1,TOTAL LEGUMES,0,29,11313,390.1034482758621,150,NA,NA,NA,0,NA,NA,NA,150000,0,0
Oignons,2019-02-01,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
